"bin","age","income"
"30-39",36,66000000
"20-29",29,36000000
"70-79",75,25000000
"20-29",23,9000000
"10-19",18,16500000
"20-29",26,60000000
"60-69",60,50500000
"50-59",51,28500000
"30-39",32,34500000
"30-39",32,55500000
"20-29",23,22500000
"30-39",34,55500000
"50-59",53,33500000
"50-59",53,25000000
"30-39",34,53000000
"60-69",60,8500000
"80-",82,12000000
"10-19",18,22000000
"20-29",20,22000000
"50-59",55,22000000
"10-19",19,17000000
"20-29",20,26000000
"30-39",32,37000000
"50-59",54,18000000
"10-19",18,22500000
"30-39",31,71000000
"30-39",32,49500000
"40-49",49,34500000
"30-39",36,56000000
"50-59",59,22000000
"20-29",24,17500000
"50-59",50,41000000
"40-49",47,34500000
"20-29",29,46000000
"80-",80,35500000
"50-59",52,41000000
"30-39",34,88500000
"70-79",74,14500000
"30-39",34,41000000
"10-19",19,17500000
"20-29",24,20000000
"60-69",63,35000000
"20-29",28,64500000
"50-59",50,25000000
"30-39",35,29500000
"30-39",37,57500000
"50-59",59,36000000
"20-29",24,16000000
"40-49",42,45500000
"50-59",55,39000000
"40-49",49,53500000
"60-69",61,34500000
"50-59",58,47000000
"50-59",56,43000000
"50-59",56,48000000
"30-39",38,45000000
"50-59",50,51500000
"80-",84,19000000
"70-79",77,14500000
"60-69",60,27500000
"70-79",73,35500000
"50-59",57,23000000
"30-39",36,36000000
"40-49",41,48500000
"20-29",25,31500000
"40-49",41,56000000
"70-79",70,30500000
"20-29",22,13000000
"30-39",33,71500000
"60-69",69,27500000
"40-49",42,41000000
"20-29",25,57000000
"30-39",37,34500000
"30-39",34,38000000
"20-29",20,21500000
"70-79",74,40000000
"60-69",61,13000000
"30-39",35,38000000
"40-49",43,50000000
"30-39",36,37000000
"30-39",36,47500000
"30-39",30,72500000
"60-69",65,37500000
"30-39",38,18500000
"60-69",61,37000000
"10-19",18,16500000
"20-29",28,31500000
"30-39",32,38500000
"40-49",41,81000000
"20-29",23,18000000
"20-29",24,8000000
"30-39",36,6000000
"50-59",58,38000000
"70-79",78,22500000
"40-49",42,25500000
"70-79",77,18000000
"20-29",25,45500000
"60-69",63,40500000
"30-39",31,68500000
"30-39",31,21500000
"20-29",27,53000000
"20-29",28,47500000
"20-29",21,19500000
"20-29",21,19500000
"20-29",27,59000000
"20-29",24,28000000
"30-39",38,43000000
"60-69",60,54500000
"20-29",22,18500000
"30-39",36,2500000
"40-49",43,42000000
"50-59",53,59000000
"70-79",76,15000000
"40-49",49,33000000
"10-19",19,12000000
"50-59",53,35500000
"20-29",21,18000000
"40-49",41,34000000
"20-29",27,36500000
"10-19",19,22000000
"20-29",24,16500000
"60-69",63,43500000
"40-49",49,42500000
"30-39",39,29000000
"10-19",18,21500000
"20-29",21,12500000
"20-29",24,10500000
"50-59",55,37000000
"60-69",62,28500000
"40-49",42,41500000
"40-49",40,20000000
"20-29",21,20000000
"50-59",56,48000000
"20-29",23,20000000
"30-39",31,32000000
"50-59",52,32500000
"30-39",34,34000000
"20-29",25,52000000
"60-69",62,34500000
"50-59",53,51000000
"60-69",69,21500000
"20-29",26,43500000
"50-59",55,40000000
"70-79",76,35500000
"50-59",52,55500000
"30-39",32,14500000
"70-79",79,32500000
"60-69",69,24000000
"40-49",47,46000000
"40-49",43,47500000
"10-19",18,19000000
"30-39",34,28500000
"40-49",43,29500000
"60-69",68,23500000
"20-29",29,34000000
"40-49",43,42500000
"30-39",31,47000000
"50-59",51,44500000
"30-39",34,38500000
"60-69",68,36500000
"50-59",54,57500000
"40-49",41,49500000
"60-69",62,19000000
"30-39",38,28000000
"40-49",45,36000000
"60-69",61,36000000
"40-49",40,56500000
"20-29",24,13500000
"20-29",20,20500000
"70-79",79,27500000
"20-29",28,70000000
"60-69",69,13500000
"20-29",21,18500000
"50-59",56,44500000
"50-59",52,17000000
"30-39",33,51000000
"20-29",22,3000000
"20-29",22,19500000
"20-29",25,36000000
"20-29",27,68500000
"70-79",74,16000000
"20-29",20,25000000
"30-39",38,32000000
"30-39",32,50000000
"30-39",39,53500000
"40-49",48,42000000
"30-39",34,36500000
"60-69",66,18500000
"50-59",52,47000000
"50-59",56,35500000
"40-49",41,53500000
"40-49",45,51000000
"40-49",48,35000000
"30-39",33,29000000
"30-39",30,55500000
"30-39",38,41000000
"20-29",25,51500000
"30-39",39,36000000
"70-79",72,25000000
"40-49",44,59000000
"70-79",72,20000000
"30-39",33,46500000
"20-29",24,13500000
"50-59",56,41500000
"40-49",45,41500000
"60-69",67,27500000
"60-69",63,36500000
"50-59",54,38000000
"60-69",62,25500000
"30-39",38,42500000
"60-69",67,17500000
"20-29",26,50000000
"20-29",27,27500000
"50-59",58,23500000
"80-",89,16500000
"50-59",59,65500000
"20-29",21,13500000
"20-29",23,16000000
"50-59",52,37500000
"30-39",31,57500000
"30-39",32,37000000
"30-39",39,58000000
"50-59",51,58500000
"20-29",20,25000000
"30-39",34,68000000
"70-79",70,22000000
"80-",81,35000000
"50-59",52,28000000
"20-29",20,18000000
"50-59",54,42000000
"50-59",54,33500000
"50-59",51,50000000
"30-39",38,74500000
"20-29",20,16500000
"20-29",28,52000000
"30-39",33,47000000
"50-59",51,40500000
"30-39",32,61000000
"20-29",25,54000000
"30-39",34,36000000
"20-29",20,12500000
"30-39",30,38000000
"20-29",28,54500000
"30-39",38,27000000
"20-29",21,21000000
"50-59",53,39000000
"50-59",56,45000000
"20-29",29,46000000
"70-79",71,35000000
"50-59",59,34500000
"20-29",25,34000000
"20-29",24,14500000
"60-69",65,11000000
"40-49",49,53000000
"20-29",26,38000000
"20-29",22,17500000
"40-49",49,47500000
"30-39",30,47500000
"10-19",19,15000000
"30-39",33,32500000
"40-49",43,31000000
"30-39",32,29500000
"50-59",53,45500000
"70-79",72,28000000
"40-49",45,42500000
"50-59",52,33500000
"30-39",31,21000000
"40-49",42,52000000
"40-49",49,45000000
"30-39",39,33500000
"80-",87,27500000
"60-69",66,19500000
"10-19",18,20000000
"20-29",29,55000000
"20-29",25,43000000
"20-29",21,16000000
"60-69",61,21500000
"30-39",31,71000000
"60-69",66,20500000
"50-59",53,42500000
"20-29",22,10500000
"30-39",36,34500000
"40-49",40,39000000
"30-39",31,48500000
"40-49",47,54000000
"50-59",50,25500000
"20-29",20,10500000
"20-29",21,20000000
"70-79",70,16000000
"20-29",26,40000000
"30-39",32,42000000
"50-59",56,35500000
"20-29",20,20500000
"30-39",32,51000000
"30-39",37,38500000
"20-29",25,42500000
"20-29",25,53000000
"50-59",58,32000000
"20-29",20,16500000
"40-49",44,54000000
"40-49",49,35000000
"40-49",45,47500000
"40-49",46,30000000
"80-",83,29500000
"60-69",69,27000000
"20-29",27,43500000
"60-69",64,40500000
"50-59",51,24500000
"40-49",47,33000000
"60-69",66,22000000
"20-29",29,38000000
"40-49",40,46500000
"20-29",20,32000000
"30-39",33,38000000
"60-69",68,12500000
"40-49",42,73500000
"50-59",54,40000000
"80-",86,17500000
"80-",84,32000000
"20-29",25,62500000
"70-79",72,22500000
"40-49",49,48500000
"10-19",18,24000000
"40-49",41,57000000
"60-69",66,40500000
"40-49",41,25000000
"20-29",26,55000000
"40-49",40,39500000
"40-49",40,23000000
"50-59",53,24000000
"40-49",42,36000000
"30-39",37,52500000
"50-59",56,43000000
"80-",84,32000000
"20-29",21,19500000
"80-",86,27500000
"50-59",53,39000000
"60-69",68,20500000
"80-",86,37500000
"60-69",67,29000000
"20-29",23,15500000
"20-29",29,35500000
"50-59",54,34500000
"20-29",24,12000000
"40-49",44,81500000
"20-29",25,56000000
"60-69",61,31500000
"70-79",76,33500000
"30-39",32,47500000
"20-29",25,52500000
"50-59",55,37000000
"20-29",26,38500000
"50-59",50,42000000
"50-59",51,46500000
"50-59",56,37500000
"30-39",37,40500000
"40-49",43,37000000
"60-69",67,26500000
"70-79",71,31000000
"20-29",23,20500000
"50-59",54,36500000
"20-29",25,25000000
"50-59",57,33000000
"30-39",31,47500000
"40-49",43,52000000
"40-49",45,24500000
"60-69",61,25000000
"50-59",55,30500000
"70-79",71,19000000
"30-39",31,51000000
"50-59",59,40500000
"50-59",52,55500000
"30-39",38,45000000
"40-49",40,63000000
"20-29",28,30000000
"40-49",44,25000000
"50-59",50,35000000
"20-29",25,18000000
"50-59",53,31500000
"30-39",38,48500000
"30-39",35,57000000
"70-79",78,31000000
"30-39",32,34000000
"20-29",26,59500000
"30-39",38,42000000
"40-49",47,49500000
"40-49",48,16500000
"30-39",37,50000000
"30-39",36,59500000
"60-69",66,25000000
"40-49",45,35500000
"50-59",58,24500000
"40-49",48,50000000
"20-29",20,18000000
"20-29",24,16000000
"70-79",76,22500000
"40-49",45,44500000
"50-59",50,33500000
"70-79",75,23500000
"20-29",22,19500000
"30-39",36,50000000
"50-59",54,63000000
"20-29",24,9000000
"20-29",24,13000000
"70-79",78,35000000
"50-59",50,26000000
"40-49",42,40500000
"60-69",60,58500000
"40-49",48,40500000
"50-59",53,19500000
"30-39",32,66500000
"70-79",78,26000000
"20-29",26,45000000
"30-39",32,47000000
"20-29",22,26000000
"30-39",38,51000000
"40-49",42,50000000
"40-49",42,41000000
"20-29",26,59500000
"70-79",78,35500000
"60-69",68,21000000
"50-59",51,64000000
"60-69",68,26500000
"50-59",51,40500000
"20-29",22,14000000
"20-29",24,16500000
"70-79",71,22000000
"20-29",20,25500000
"60-69",68,24500000
"40-49",45,39000000
"20-29",24,23000000
"70-79",70,30000000
"30-39",36,54500000
"20-29",21,22000000
"20-29",23,26000000
"30-39",34,44500000
"30-39",32,63000000
"20-29",26,17000000
"20-29",25,46500000
"10-19",18,16000000
"20-29",28,54000000
"20-29",28,29500000
"20-29",28,28500000
"20-29",24,28500000
"70-79",76,16000000
"20-29",27,61500000
"80-",81,20000000
"30-39",30,50000000
"30-39",31,43000000
"40-49",49,28500000
"40-49",43,45500000
"30-39",39,16500000
"70-79",74,24500000
"30-39",38,51000000
"50-59",57,40000000
"70-79",76,24500000
"20-29",23,23500000
"40-49",49,36500000
"60-69",68,35500000
"30-39",34,55000000
"30-39",33,43500000
"60-69",66,26000000
"20-29",20,21500000
"40-49",45,26000000
"40-49",47,43500000
"20-29",25,52500000
"40-49",47,36500000
"20-29",28,42000000
"60-69",65,22500000
"20-29",26,49500000
"20-29",29,33500000
"30-39",39,30500000
"70-79",71,42000000
"70-79",73,21500000
"20-29",23,23000000
"60-69",68,18500000
"20-29",24,24000000
"60-69",62,28500000
"20-29",21,17000000
"70-79",79,15500000
"20-29",28,47000000
"50-59",54,44000000
"30-39",34,18500000
"20-29",23,14500000
"30-39",32,41000000
"60-69",67,27500000
"40-49",45,52000000
"80-",89,27000000
"20-29",25,40500000
"20-29",26,40000000
"50-59",58,60000000
"50-59",58,54500000
"20-29",29,43500000
"20-29",28,21500000
"40-49",43,47500000
"70-79",79,25000000
"20-29",28,74500000
"70-79",70,20000000
"60-69",64,15000000
"30-39",38,28000000
"80-",84,31500000
"30-39",39,26500000
"10-19",18,17500000
"70-79",78,20500000
"60-69",64,44000000
"20-29",26,35500000
"20-29",25,50000000
"60-69",69,38500000
"20-29",27,45500000
"30-39",32,41500000
"20-29",28,43000000
"20-29",27,19500000
"60-69",62,35000000
"20-29",20,18000000
"60-69",65,23500000
"20-29",22,13000000
"40-49",44,49500000
"30-39",33,30000000
"10-19",19,19000000
"50-59",54,31500000
"20-29",28,59000000
"40-49",41,47500000
"40-49",45,18000000
"60-69",60,28500000
"40-49",45,53000000
"70-79",72,22500000
"30-39",35,58500000
"30-39",33,47500000
"70-79",70,23500000
"40-49",48,28500000
"30-39",34,26500000
"40-49",43,38000000
"40-49",44,59000000
"60-69",63,49000000
"70-79",72,35000000
"40-49",41,46500000
"30-39",31,42500000
"30-39",37,64500000
"20-29",24,21000000
"20-29",26,24000000
"20-29",23,5500000
"50-59",58,44500000
"20-29",28,46500000
"30-39",38,31000000
"70-79",74,22500000
"30-39",32,43500000
"80-",86,21500000
"20-29",29,73000000
"50-59",50,50000000
"60-69",66,18000000
"40-49",42,40000000
"40-49",49,42500000
"50-59",50,24000000
"20-29",27,36500000
"60-69",63,57000000
"20-29",25,34000000
"50-59",58,46000000
"40-49",43,21000000
"20-29",23,17000000
"80-",84,23500000
"30-39",37,58000000
"20-29",29,45500000
"50-59",58,41500000
"20-29",20,15500000
"30-39",38,53500000
"60-69",60,42500000
"30-39",39,30000000
"20-29",21,17500000
"40-49",45,35000000
"40-49",44,44500000
"40-49",43,34000000
"60-69",61,22500000
"60-69",62,33500000
"30-39",33,51500000
"50-59",55,40500000
"20-29",23,12000000
"50-59",51,26000000
"20-29",28,52000000
"10-19",18,6000000
"20-29",25,28500000
"20-29",22,14000000
"40-49",44,31500000
"50-59",51,47500000
"60-69",61,35500000
"50-59",52,44000000
"20-29",26,59000000
"10-19",18,20000000
"60-69",63,19500000
"20-29",20,24000000
"30-39",35,45500000
"30-39",31,56500000
"60-69",66,49000000
"20-29",26,31000000
"20-29",26,41000000
"20-29",28,39000000
"60-69",62,36500000
"20-29",29,26500000
"20-29",22,20000000
"60-69",61,43000000
"30-39",35,30000000
"40-49",48,21000000
"30-39",30,43000000
"30-39",37,42000000
"30-39",37,27500000
"30-39",34,43500000
"20-29",28,33500000
"30-39",34,33500000
"50-59",57,75500000
"30-39",32,54500000
"20-29",29,31500000
"80-",89,26500000
"30-39",35,47000000
"50-59",52,29000000
"20-29",24,18000000
"40-49",43,69000000
"30-39",37,24500000
"30-39",34,46500000
"40-49",49,39500000
"60-69",65,17500000
"30-39",35,59000000
"40-49",42,47500000
"20-29",20,17500000
"50-59",55,51000000
"30-39",33,42500000
"20-29",27,41000000
"80-",82,15500000
"80-",80,32000000
"20-29",23,12500000
"50-59",55,31500000
"80-",86,6000000
"20-29",21,21000000
"30-39",33,44500000
"40-49",44,39000000
"60-69",60,41500000
"50-59",52,30000000
"20-29",24,10000000
"60-69",65,23500000
"60-69",67,20500000
"20-29",22,11500000
"20-29",25,53500000
"10-19",18,19000000
"30-39",33,55500000
"20-29",28,32000000
"50-59",58,15000000
"10-19",19,21000000
"60-69",63,49500000
"20-29",21,16500000
"30-39",33,38000000
"40-49",41,41000000
"40-49",48,34000000
"50-59",58,60500000
"70-79",78,23500000
"80-",84,19000000
"20-29",23,15500000
"30-39",34,43000000
"80-",82,23500000
"20-29",24,15500000
"20-29",25,47500000
"30-39",34,21000000
"30-39",39,28000000
"30-39",33,31500000
"10-19",18,14500000
"20-29",24,19500000
"50-59",57,32000000
"70-79",76,40500000
"30-39",34,45500000
"20-29",29,23000000
"20-29",20,17500000
"20-29",21,8500000
"60-69",67,26500000
"20-29",25,46000000
"30-39",35,32000000
"60-69",69,21000000
"50-59",53,34500000
"70-79",79,30000000
"40-49",48,37500000
"80-",80,13500000
"70-79",78,29000000
"40-49",46,59000000
"20-29",27,38000000
"50-59",52,30500000
"20-29",21,12500000
"50-59",53,29500000
"80-",87,32500000
"30-39",30,55500000
"40-49",43,31500000
"20-29",24,19500000
"30-39",31,52500000
"50-59",50,55500000
"30-39",34,53000000
"50-59",55,39500000
"80-",81,28000000
"50-59",55,35500000
"20-29",20,31000000
"30-39",34,22500000
"40-49",44,47000000
"30-39",30,31000000
"50-59",56,46000000
"30-39",39,51500000
"20-29",28,39000000
"60-69",67,33000000
"20-29",24,20500000
"50-59",59,28000000
"70-79",79,28000000
"30-39",34,45000000
"80-",84,21500000
"20-29",23,20000000
"30-39",37,50000000
"30-39",38,51000000
"70-79",79,26000000
"80-",86,31000000
"30-39",37,53000000
"40-49",48,49000000
"20-29",24,14500000
"40-49",41,40500000
"50-59",58,33000000
"30-39",37,43000000
"60-69",63,13500000
"40-49",48,37000000
"20-29",21,24500000
"50-59",50,51000000
"40-49",49,41500000
"70-79",71,27000000
"30-39",32,80000000
"10-19",18,19500000
"50-59",50,41500000
"50-59",57,33500000
"60-69",62,42500000
"40-49",48,25500000
"80-",89,30500000
"20-29",28,44500000
"50-59",55,53500000
"20-29",23,12500000
"30-39",37,32500000
"60-69",66,23000000
"20-29",27,48500000
"50-59",55,24000000
"30-39",30,52000000
"30-39",37,56500000
"40-49",48,48000000
"80-",81,42000000
"20-29",29,70500000
"20-29",27,18500000
"50-59",59,37000000
"20-29",21,12500000
"20-29",28,38500000
"30-39",34,54000000
"30-39",38,36000000
"30-39",36,40500000
"20-29",24,13000000
"40-49",42,20500000
"50-59",57,51000000
"50-59",50,35500000
"40-49",47,39500000
"20-29",27,43500000
"60-69",69,34500000
"80-",84,18000000
"60-69",69,21000000
"60-69",65,26000000
"30-39",34,52000000
"50-59",56,47000000
"40-49",49,35500000
"20-29",21,10500000
"60-69",66,33000000
"20-29",25,40500000
"60-69",64,21500000
"30-39",34,43000000
"30-39",38,34000000
"30-39",33,46000000
"40-49",48,44500000
"20-29",25,44500000
"40-49",43,58000000
"50-59",58,18000000
"30-39",31,50500000
"70-79",73,25500000
"20-29",25,55000000
"50-59",57,48500000
"40-49",48,47000000
"20-29",22,20500000
"30-39",39,52500000
"80-",89,26000000
"30-39",38,41500000
"70-79",74,28500000
"40-49",49,53000000
"10-19",18,19000000
"30-39",31,36500000
"40-49",41,45000000
"50-59",57,45500000
"30-39",30,55000000
"50-59",59,31500000
"40-49",41,46000000
"50-59",52,43000000
"60-69",66,36000000
"60-69",63,50500000
"10-19",19,13500000
"20-29",24,9000000
"30-39",38,37500000
"70-79",75,26500000
"70-79",76,37000000
"10-19",18,17000000
"50-59",56,50500000
"20-29",21,19500000
"30-39",32,69000000
"40-49",47,37000000
"40-49",44,39500000
"70-79",70,11500000
"20-29",26,37000000
"20-29",25,4000000
"30-39",35,26000000
"30-39",37,43000000
"30-39",32,25000000
"20-29",23,12500000
"30-39",34,37500000
"30-39",30,36000000
"30-39",30,56500000
"50-59",55,23500000
"20-29",23,13000000
"20-29",28,19500000
"20-29",27,40500000
"20-29",20,16000000
"50-59",52,21500000
"30-39",34,41500000
"50-59",55,26000000
"30-39",30,46500000
"70-79",71,32000000
"20-29",23,17000000
"20-29",23,24500000
"20-29",20,20000000
"30-39",34,31000000
"50-59",50,40000000
"20-29",25,65500000
"40-49",48,47000000
"40-49",41,47500000
"30-39",36,41500000
"80-",84,14500000
"20-29",21,14500000
"60-69",65,15500000
"20-29",20,15000000
"20-29",24,24500000
"40-49",41,69000000
"20-29",22,12500000
"20-29",24,17000000
"30-39",38,51000000
"20-29",24,17000000
"60-69",66,34500000
"10-19",18,10500000
"50-59",51,31000000
"60-69",66,32000000
"20-29",28,58000000
"30-39",39,59000000
"30-39",30,31000000
"20-29",24,22500000
"30-39",39,41000000
"30-39",34,39500000
"20-29",29,52000000
"40-49",41,35500000
"20-29",29,43500000
"60-69",61,41000000
"50-59",53,35500000
"50-59",54,36500000
"40-49",46,16500000
"20-29",24,13500000
"40-49",48,47000000
"50-59",51,51500000
"40-49",41,21500000
"10-19",19,11000000
"20-29",21,22000000
"20-29",25,36000000
"40-49",48,23000000
"40-49",43,22500000
"30-39",32,21500000
"50-59",58,31000000
"50-59",54,41500000
"30-39",33,25000000
"30-39",30,61500000
"40-49",43,47500000
"40-49",48,56000000
"30-39",34,48500000
"30-39",35,31000000
"20-29",26,53500000
"40-49",47,31000000
"50-59",52,60000000
"40-49",49,64000000
"60-69",67,28500000
"30-39",33,46500000
"30-39",39,48500000
"50-59",51,19000000
"30-39",34,56500000
"70-79",70,20500000
"50-59",56,43000000
"40-49",43,26000000
"30-39",35,46500000
"20-29",21,21000000
"50-59",54,48000000
"30-39",36,59500000
"40-49",46,38000000
"30-39",34,61500000
"20-29",20,16000000
"20-29",28,29000000
"20-29",24,16500000
"60-69",68,35000000
"10-19",19,23000000
"60-69",67,43000000
"30-39",34,41500000
"30-39",36,43500000
"60-69",62,40000000
"30-39",34,37500000
"70-79",75,36000000
"50-59",57,31500000
"50-59",57,57000000
"30-39",35,71000000
"30-39",34,62500000
"40-49",46,14000000
"30-39",30,30000000
"30-39",33,32500000
"60-69",61,48500000
"70-79",70,32500000
"40-49",44,56500000
"20-29",28,47000000
"70-79",71,28500000
"40-49",42,33000000
"40-49",43,41500000
"40-49",44,26500000
"20-29",28,49500000
"20-29",24,23000000
"30-39",34,49000000
"20-29",23,15000000
"20-29",22,18500000
"20-29",27,52000000
"20-29",23,15500000
"50-59",53,27500000
"30-39",32,50500000
"50-59",58,34000000
"50-59",52,17500000
"40-49",45,25000000
"30-39",31,56000000
"30-39",39,40000000
"30-39",30,64000000
"20-29",20,19500000
"20-29",21,17000000
"20-29",28,42500000
"40-49",46,56000000
"40-49",41,45000000
"50-59",52,32500000
"80-",87,27500000
"70-79",77,25000000
"70-79",76,26000000
"70-79",70,23500000
"20-29",29,61500000
"20-29",27,45000000
"40-49",45,40000000
"20-29",28,45000000
"20-29",22,19500000
"20-29",21,14500000
"30-39",33,49000000
"30-39",33,75000000
"30-39",37,45500000
"30-39",33,81000000
"50-59",53,18000000
"20-29",23,22000000
"30-39",39,26000000
"30-39",37,39000000
"50-59",53,15500000
"50-59",58,47500000
"30-39",38,39500000
"30-39",31,61500000
"70-79",70,15500000
"50-59",59,47000000
"50-59",50,49000000
"30-39",34,33500000
"30-39",38,51000000
"30-39",34,52500000
"40-49",47,25000000
"20-29",23,19000000
"40-49",48,52500000
"70-79",72,33000000
"20-29",22,18000000
"30-39",33,73000000
"30-39",38,32500000
"50-59",52,46500000
"20-29",21,15500000
"20-29",27,27500000
"30-39",36,36000000
"30-39",32,43500000
"40-49",42,52000000
"40-49",42,50500000
"80-",88,38500000
"50-59",58,42000000
"30-39",33,37500000
"60-69",66,21500000
"30-39",30,30000000
"60-69",64,41000000
"60-69",68,24000000
"20-29",26,57000000
"30-39",33,31000000
"50-59",58,38000000
"30-39",37,45000000
"60-69",60,45000000
"60-69",66,30500000
"40-49",41,39000000
"10-19",18,22500000
"20-29",24,19000000
"30-39",38,27500000
"20-29",24,22000000
"60-69",63,23000000
"30-39",30,46000000
"20-29",22,19000000
"40-49",46,36000000
"30-39",36,58500000
"30-39",38,40500000
"30-39",33,41500000
"30-39",38,55000000
"50-59",54,48000000
"40-49",48,44500000
"50-59",54,41500000
"60-69",63,40000000
"70-79",74,27000000
"40-49",42,38500000
"20-29",28,25500000
"20-29",27,55500000
"50-59",52,33000000
"50-59",54,33500000
"80-",88,27500000
"80-",87,13000000
"30-39",36,60000000
"20-29",24,16500000
"30-39",35,21000000
"50-59",59,33500000
"60-69",61,38000000
"30-39",33,51500000
"30-39",30,28000000
"20-29",29,37000000
"30-39",35,17500000
"60-69",63,49500000
"20-29",25,52500000
"20-29",26,39500000
"50-59",50,18500000
"50-59",57,35000000
"30-39",35,28500000
"80-",87,25000000
"70-79",77,34500000
"20-29",29,41500000
"30-39",33,42000000
"30-39",34,39500000
"20-29",25,50000000
"20-29",28,72000000
"20-29",26,40500000
"40-49",46,26000000
"20-29",24,20000000
"60-69",65,23500000
"40-49",46,49000000
"20-29",29,37000000
"40-49",45,35500000
"20-29",26,54500000
"20-29",20,17000000
"30-39",37,20000000
"20-29",28,63500000
"50-59",52,29500000
"50-59",57,47000000
"30-39",36,48500000
"70-79",74,34000000
"30-39",39,50000000
"50-59",52,47500000
"40-49",44,50000000
"20-29",28,26500000
"20-29",27,59000000
"20-29",27,27500000
"50-59",56,30000000
"30-39",39,47000000
"20-29",28,57000000
"60-69",68,29000000
"60-69",63,23500000
"50-59",51,31000000
"60-69",67,22500000
"30-39",38,39000000
"40-49",41,32500000
"40-49",42,55000000
"50-59",58,49500000
"30-39",39,58000000
"20-29",24,14000000
"30-39",38,64000000
"20-29",29,26000000
"30-39",34,35000000
"40-49",44,53000000
"70-79",79,22000000
"50-59",50,27000000
"30-39",30,27500000
"30-39",38,31000000
"50-59",53,67500000
"20-29",20,8000000
"20-29",25,44000000
"20-29",21,19000000
"20-29",25,52500000
"30-39",39,47500000
"20-29",23,17000000
"50-59",55,37000000
"20-29",22,18000000
"40-49",41,43500000
"20-29",28,44500000
"40-49",46,37500000
"40-49",45,22000000
"50-59",55,34000000
"20-29",27,40500000
"30-39",36,59000000
"20-29",28,51500000
"30-39",34,83000000
"20-29",27,37000000
"20-29",20,16500000
"30-39",33,58500000
"20-29",24,14000000
"20-29",28,56000000
"20-29",24,13500000
"50-59",58,37500000
"40-49",41,15500000
"40-49",47,30000000
"60-69",64,38000000
"20-29",25,54000000
"10-19",18,16500000
"30-39",37,43000000
"20-29",25,44000000
"20-29",21,20500000
"60-69",67,20000000
"40-49",45,28000000
"60-69",65,27000000
"20-29",25,46000000
"40-49",44,45000000
"20-29",26,50500000
"20-29",21,20500000
"40-49",48,52000000
"30-39",31,47000000
"40-49",49,31500000
"20-29",20,18500000
"60-69",60,40500000
"20-29",26,41000000
"50-59",59,43500000
"60-69",62,32500000
"30-39",39,43500000
"30-39",39,60500000
"30-39",37,58000000
"20-29",26,14500000
"40-49",48,57500000
"20-29",24,22000000
"50-59",55,45500000
"40-49",45,31000000
"20-29",24,18000000
"20-29",29,67000000
"40-49",48,46500000
"30-39",31,39500000
"20-29",27,53500000
"20-29",21,18500000
"60-69",62,34500000
"30-39",34,42500000
"70-79",79,27500000
"60-69",62,44000000
"40-49",47,36500000
"70-79",71,24000000
"30-39",30,30500000
"70-79",76,27500000
"20-29",22,16000000
"20-29",27,62000000
"30-39",30,31000000
"40-49",40,19500000
"70-79",72,23500000
"70-79",79,29000000
"30-39",31,21000000
"50-59",50,47000000
"60-69",61,56500000
"50-59",55,31500000
"20-29",20,11500000
"30-39",32,49500000
"20-29",27,32000000
"30-39",38,62500000
"20-29",20,18000000
"50-59",54,33000000
"50-59",57,19500000
"50-59",54,22500000
"60-69",61,52000000
"40-49",48,66000000
"30-39",38,58500000
"40-49",46,38000000
"20-29",23,20500000
"30-39",35,38500000
"20-29",27,55500000
"60-69",60,42000000
"30-39",35,41500000
"80-",86,15000000
"70-79",79,27000000
"10-19",19,22000000
"30-39",34,62000000
"30-39",38,56000000
"20-29",22,18500000
"60-69",68,15500000
"50-59",59,26500000
"30-39",36,56000000
"10-19",19,14500000
"50-59",50,47000000
"20-29",27,42000000
"60-69",61,17500000
"20-29",26,48000000
"50-59",57,36000000
"50-59",54,31000000
"30-39",30,63000000
"60-69",61,29500000
"40-49",48,20500000
"20-29",29,41500000
"20-29",28,42500000
"20-29",21,11000000
"20-29",29,49000000
"20-29",24,14000000
"70-79",78,23500000
"20-29",20,20500000
"20-29",29,54500000
"70-79",70,22000000
"60-69",66,17500000
"30-39",33,29500000
"40-49",44,74000000
"70-79",73,22000000
"20-29",29,63500000
"50-59",54,60000000
"60-69",60,49000000
"50-59",55,43500000
"20-29",25,36500000
"40-49",43,42500000
"40-49",48,42000000
"20-29",27,43500000
"10-19",18,10000000
"30-39",37,63500000
"40-49",42,43500000
"50-59",57,41000000
"50-59",54,51000000
"20-29",22,22500000
"40-49",44,26000000
"20-29",27,37000000
"40-49",41,18000000
"50-59",55,59000000
"30-39",37,55000000
"30-39",33,38000000
"20-29",25,65000000
"30-39",32,48500000
"20-29",21,24500000
"80-",85,11500000
"60-69",60,50000000
"40-49",45,33500000
"30-39",34,41500000
"40-49",42,64500000
"20-29",23,15000000
"30-39",39,61000000
"30-39",33,37500000
"40-49",41,54000000
"20-29",24,11000000
"40-49",48,54500000
"20-29",22,24500000
"50-59",50,51000000
"20-29",28,54500000
"10-19",18,16000000
"20-29",20,9500000
"50-59",50,34500000
"50-59",52,45000000
"20-29",22,19000000
"60-69",60,43500000
"70-79",72,32000000
"20-29",22,11000000
"30-39",32,47500000
"40-49",46,33500000
"20-29",27,53000000
"30-39",35,34500000
"30-39",32,45000000
"40-49",40,35000000
"30-39",35,64500000
"10-19",18,14500000
"30-39",35,59000000
"70-79",76,24000000
"30-39",32,51000000
"30-39",32,54000000
"20-29",20,22500000
