"³¯Â¥","°èÀý","ÈÞÀÏ¿©ºÎ","±Ù¹«¿©ºÎ","³¯¾¾»óÈ²","±â¿Â..C.","Ç³¼Ó.m.s.","½Àµµ...","Àû¼³.cm.","ÀÏÀÏÈ¸¿ø","Á¤±âÈ¸¿ø","ÃÑ.»ç¿ëÀÚ.¼ö","°æ·Î"
2018-07-22 17:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",37.6,2.1,33,0,47,114,161,"naver blog"
2018-07-22 18:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",36.3,3,35,0,49,115,164,"direct"
2018-07-22 19:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.5,2.8,47,0,55,210,265,"web"
2018-07-22 20:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33.3,2.3,50,0,69,476,545,"web"
2018-07-22 21:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",32.3,1.7,50,0,66,451,517,"direct"
2018-07-22 22:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",31.7,1.4,51,0,55,303,358,"twitter"
2018-07-22 23:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",31.2,1.5,52,0,47,244,291,"unknown"
2018-07-23 00:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30.6,2.3,50,0,46,181,227,"direct"
2018-07-23 01:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30,1.5,52,0,33,132,165,"web"
2018-07-23 02:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.7,1.4,53,0,21,66,87,"web"
2018-07-23 03:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",29.6,2.1,50,0,10,28,38,"twitter"
2018-07-23 04:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.3,0.9,51,0,4,11,15,"web"
2018-07-23 05:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.3,1.6,55,0,2,6,8,"facebook page"
2018-07-23 06:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.2,1.7,58,0,1,4,5,"web"
2018-07-23 07:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.3,0.8,58,0,1,5,6,"twitter"
2018-07-23 08:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30,0.9,56,0,2,21,23,"web"
2018-07-23 09:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",31,1.5,55,0,8,86,94,"direct"
2018-07-23 10:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",31.8,1.5,51,0,18,273,291,"twitter"
2018-07-23 11:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",32.7,2.2,48,0,33,406,439,"twitter"
2018-07-23 12:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.1,2.3,47,0,31,166,197,"youtube"
2018-07-23 13:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33.8,1.7,47,0,36,89,125,"direct"
2018-07-23 14:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.3,2.2,45,0,42,107,149,"web"
2018-07-23 15:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",35.4,2.2,46,0,45,150,195,"web"
2018-07-23 16:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.8,2.2,47,0,48,141,189,"youtube"
2018-07-23 17:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.8,3,49,0,45,116,161,"direct"
2018-07-23 18:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33.9,3.2,53,0,48,131,179,"web"
2018-07-23 19:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",32.6,3.2,58,0,56,221,277,"unknown"
2018-07-23 20:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",31.5,1.8,61,0,72,485,557,"direct"
2018-07-23 21:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30.8,1.8,60,0,66,470,536,"youtube"
2018-07-23 22:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30.3,1.8,60,0,62,310,372,"direct"
2018-07-23 23:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30,1.6,58,0,48,243,291,"web"
2018-07-24 00:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.6,1,61,0,42,170,212,"naver blog"
2018-07-24 01:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.1,1.2,64,0,30,136,166,"web"
2018-07-24 02:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.6,0.9,66,0,16,77,93,"youtube"
2018-07-24 03:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.2,0.3,65,0,10,33,43,"youtube"
2018-07-24 04:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27.8,0.2,67,0,6,14,20,"web"
2018-07-24 05:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27.5,0.1,70,0,2,7,9,"facebook page"
2018-07-24 06:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27.2,0.8,71,0,1,6,7,"youtube"
2018-07-24 07:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27.8,1.2,63,0,1,5,6,"youtube"
2018-07-24 08:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.9,0.8,59,0,3,25,28,"web"
2018-07-24 09:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",31.7,1,59,0,7,94,101,"web"
2018-07-24 10:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",32.4,0.9,54,0,22,269,291,"facebook page"
2018-07-24 11:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33.9,1.6,46,0,33,384,417,"twitter"
2018-07-24 12:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.5,1.4,50,0,31,158,189,"web"
2018-07-24 13:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",36.4,1.3,41,0,36,85,121,"facebook page"
2018-07-24 14:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",35.8,2.8,49,0,33,98,131,"youtube"
2018-07-24 15:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",35.8,2.2,47,0,37,122,159,"web"
2018-07-24 16:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.9,2,51,0,36,117,153,"direct"
2018-07-24 17:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",34.9,2.2,51,0,42,113,155,"youtube"
2018-07-24 18:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.9,2.2,53,0,34,111,145,"direct"
2018-07-24 19:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33.1,2.2,57,0,40,207,247,"web"
2018-07-24 20:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",31.1,2,63,0,64,457,521,"web"
2018-07-24 21:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30.2,2.3,65,0,62,425,487,"youtube"
2018-07-24 22:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.8,3.2,66,0,63,296,359,"youtube"
2018-07-24 23:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.3,2.8,66,0,53,225,278,"unknown"
2018-07-25 00:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.9,2.2,66,0,42,155,197,"youtube"
2018-07-25 01:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.7,2.6,67,0,31,122,153,"web"
2018-07-25 02:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.8,1.8,68,0,23,88,111,"web"
2018-07-25 03:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.9,2.8,69,0,10,37,47,"naver blog"
2018-07-25 04:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.5,2.6,74,0,6,18,24,"youtube"
2018-07-25 05:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.3,2.4,74,0,2,10,12,"youtube"
2018-07-25 06:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.1,1.8,75,0,2,5,7,"web"
2018-07-25 07:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.3,2,72,0,1,5,6,"facebook page"
2018-07-25 08:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.7,3.5,70,0,2,21,23,"youtube"
2018-07-25 09:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",29.4,2.5,66,0,6,87,93,"facebook page"
2018-07-25 10:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",30.7,2.8,61,0,21,246,267,"web"
2018-07-25 11:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",30.7,3.4,63,0,32,382,414,"web"
2018-07-25 12:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",31.1,2.7,60,0,35,156,191,"web"
2018-07-25 13:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",32.3,3,56,0,38,93,131,"web"
2018-07-25 14:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33,1.7,53,0,43,109,152,"youtube"
2018-07-25 15:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34,3,50,0,44,138,182,"web"
2018-07-25 16:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.1,2.5,52,0,42,136,178,"direct"
2018-07-25 17:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33.2,2.2,56,0,47,122,169,"naver blog"
2018-07-25 18:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",32.2,2.5,58,0,45,131,176,"facebook page"
2018-07-25 19:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",31.7,2.3,60,0,50,216,266,"youtube"
2018-07-25 20:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30.9,1.7,67,0,69,424,493,"web"
2018-07-25 21:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.7,2.2,74,0,69,400,469,"web"
2018-07-25 22:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.8,2.8,76,0,71,280,351,"web"
2018-07-25 23:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28,1.9,77,0,59,194,253,"web"
2018-07-26 00:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27.7,1.2,78,0,57,154,211,"facebook page"
2018-07-26 01:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27.6,1,79,0,50,137,187,"direct"
2018-07-26 02:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27.6,0.1,78,0,33,86,119,"web"
2018-07-26 03:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.7,0.2,76,0,23,78,101,"youtube"
2018-07-26 04:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.7,1,75,0,16,64,80,"youtube"
2018-07-26 05:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.4,0.8,78,0,12,52,64,"web"
2018-07-26 06:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.4,0.7,77,0,9,21,30,"direct"
2018-07-26 07:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.7,1.2,75,0,2,7,9,"web"
2018-07-26 08:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",28.3,0.8,72,0,2,10,12,"twitter"
2018-07-26 09:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",29.1,1,69,0,6,21,27,"unknown"
2018-07-26 10:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",29.5,1.8,68,0,13,51,64,"youtube"
2018-07-26 11:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",30.2,1.5,67,0,36,97,133,"youtube"
2018-07-26 12:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",32,1.6,57,0,71,162,233,"facebook page"
2018-07-26 13:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",32.4,0.7,54,0,111,182,293,"twitter"
2018-07-26 14:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",33,2.5,56,0,138,201,339,"direct"
2018-07-26 15:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",33.1,1.9,58,0,158,229,387,"web"
2018-07-26 16:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",33.5,2.8,57,0,168,232,400,"web"
2018-07-26 17:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",33.1,2.9,59,0,162,206,368,"direct"
2018-07-26 18:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",33.2,1.8,59,0,161,209,370,"youtube"
2018-07-26 19:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",32.3,2.1,63,0,171,207,378,"youtube"
2018-07-26 20:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",31,1.4,68,0,160,198,358,"web"
2018-07-26 21:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",30,2.7,74,0,142,200,342,"twitter"
2018-07-26 22:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",29.4,1.6,78,0,135,186,321,"web"
2018-07-26 23:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",29,1.2,79,0,105,164,269,"web"
2018-07-27 00:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",28.6,0.6,80,0,79,143,222,"youtube"
2018-07-27 01:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",28.3,0.5,78,0,65,122,187,"youtube"
2018-07-27 02:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.8,1.4,79,0,44,84,128,"direct"
2018-07-27 03:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.6,1.6,80,0,25,81,106,"direct"
2018-07-27 04:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.3,1.6,85,0,17,68,85,"youtube"
2018-07-27 05:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.2,0.8,86,0,14,54,68,"web"
2018-07-27 06:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.2,0.1,85,0,9,22,31,"web"
2018-07-27 07:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",27.6,1,80,0,2,7,9,"direct"
2018-07-27 08:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",28.5,0.9,76,0,2,10,12,"youtube"
2018-07-27 09:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",29.9,1.5,69,0,6,19,25,"web"
2018-07-27 10:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",31.2,2.3,61,0,14,52,66,"web"
2018-07-27 11:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",32.7,1.9,56,0,35,76,111,"web"
2018-07-27 12:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",33.7,1.9,53,0,70,143,213,"facebook page"
2018-07-27 13:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",35.3,2.5,48,0,112,172,284,"naver blog"
2018-07-27 14:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",34.1,1.8,57,0,142,192,334,"youtube"
2018-07-27 15:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",35.3,1.9,52,0,152,217,369,"direct"
2018-07-27 16:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",35,2.8,55,0,159,210,369,"youtube"
2018-07-27 17:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",34.7,2.7,59,0,156,201,357,"youtube"
2018-07-27 18:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",33.7,3.2,62,0,146,198,344,"youtube"
2018-07-27 19:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",32,3,68,0,150,204,354,"web"
2018-07-27 20:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",30.7,2.8,73,0,149,194,343,"youtube"
2018-07-27 21:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",30.3,1.1,75,0,140,219,359,"twitter"
2018-07-27 22:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",29.9,2,74,0,124,191,315,"youtube"
2018-07-27 23:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",29.7,1.2,76,0,96,161,257,"web"
2018-07-28 00:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",29.4,2.1,78,0,69,139,208,"direct"
2018-07-28 01:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",29.1,1.3,79,0,51,96,147,"youtube"
2018-07-28 02:00:00,"¿©¸§","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",28.8,1.9,80,0,30,63,93,"youtube"
2018-07-28 03:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.5,1.2,81,0,7,22,29,"direct"
2018-07-28 04:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.3,1.7,83,0,5,12,17,"web"
2018-07-28 05:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.1,0.5,84,0,4,7,11,"direct"
2018-07-28 06:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28,0.8,85,0,0,4,4,"youtube"
2018-07-28 07:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.4,0.7,82,0,2,2,4,"youtube"
2018-07-28 08:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.6,0.4,75,0,2,24,26,"twitter"
2018-07-28 09:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30.6,1.4,74,0,3,97,100,"twitter"
2018-07-28 10:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",32,0.9,65,0,24,258,282,"web"
2018-07-28 11:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",32.8,0.6,62,0,35,347,382,"web"
2018-07-28 12:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33.6,1.9,62,0,27,139,166,"web"
2018-07-28 13:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.2,1.8,58,0,27,70,97,"unknown"
2018-07-28 14:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.4,1.8,65,0,53,66,119,"youtube"
2018-07-28 15:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.9,2.2,86,0,53,115,168,"web"
2018-07-28 16:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.6,3.4,82,0,38,112,150,"twitter"
2018-07-28 17:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.2,1.3,83,0,37,86,123,"youtube"
2018-07-28 18:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29,0.8,81,0,52,77,129,"web"
2018-07-28 19:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.3,0,78,0,34,197,231,"web"
2018-07-28 20:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.2,0.4,82,0,69,445,514,"unknown"
2018-07-28 21:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.1,1.1,78,0,68,475,543,"youtube"
2018-07-28 22:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29,0.9,74,0,63,350,413,"twitter"
2018-07-28 23:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.6,0.7,74,0,49,256,305,"youtube"
2018-07-29 00:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.4,0.9,70,0,42,178,220,"twitter"
2018-07-29 01:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28,0.6,71,0,21,116,137,"youtube"
2018-07-29 02:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27.7,0.4,73,0,14,82,96,"web"
2018-07-29 03:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27.4,0.6,73,0,11,18,29,"facebook page"
2018-07-29 04:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",27,0.8,74,0,4,8,12,"direct"
2018-07-29 05:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",26.7,0.3,75,0,2,6,8,"web"
2018-07-29 06:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",26.4,0.4,76,0,0,5,5,"facebook page"
2018-07-29 07:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",26.9,0.8,69,0,0,10,10,"youtube"
2018-07-29 08:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",28.6,0.8,63,0,4,17,21,"direct"
2018-07-29 09:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",30.6,1.7,54,0,12,105,117,"youtube"
2018-07-29 10:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",32.4,1.9,48,0,15,320,335,"web"
2018-07-29 11:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33.6,1.7,46,0,37,398,435,"twitter"
2018-07-29 12:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",33.8,1.7,47,0,31,182,213,"unknown"
2018-07-29 13:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.4,2.9,41,0,50,90,140,"web"
2018-07-29 14:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",35.4,1.4,43,0,32,96,128,"twitter"
2018-07-29 15:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",35.9,1.9,37,0,45,112,157,"youtube"
2018-07-29 16:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",36,1.4,33,0,50,153,203,"youtube"
2018-07-29 17:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",36.3,1.5,36,0,45,114,159,"web"
2018-07-29 18:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",35.8,1.3,35,0,48,120,168,"youtube"
2018-07-29 19:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",34.4,1.2,39,0,58,216,274,"twitter"
2018-07-29 20:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",32.3,1.4,48,0,63,493,556,"direct"
2018-07-29 21:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",31.1,1.3,47,0,65,491,556,"youtube"
2018-07-29 22:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",30.4,1.6,45,0,85,369,454,"web"
2018-07-29 23:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",29.9,1.4,45,0,40,248,288,"youtube"
2018-07-30 00:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¸¼À½",29.2,1.1,50,0,53,201,254,"web"
2018-07-30 01:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",28.5,1.1,54,0,22,169,191,"web"
2018-07-30 02:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",28,1.2,57,0,29,103,132,"youtube"
2018-07-30 03:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",27.4,1.4,59,0,11,32,43,"direct"
2018-07-30 04:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",26.7,1,62,0,7,9,16,"direct"
2018-07-30 05:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",26.4,0.6,62,0,2,9,11,"facebook page"
2018-07-30 06:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",26.2,1.4,64,0,0,4,4,"youtube"
2018-07-30 07:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",26.8,1.1,59,0,0,7,7,"unknown"
2018-07-30 08:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",28.8,1.4,56,0,2,22,24,"youtube"
2018-07-30 09:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",30.5,1.6,53,0,9,101,110,"twitter"
2018-07-30 10:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",32,2.1,50,0,19,252,271,"direct"
2018-07-30 11:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",33.2,1.4,46,0,29,408,437,"web"
2018-07-30 12:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",33.6,1.6,48,0,23,172,195,"web"
2018-07-30 13:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",34.7,1.3,43,0,9,59,68,"web"
2018-07-30 14:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",35.3,1.3,41,0,29,93,122,"web"
2018-07-30 15:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",35.5,1.3,43,0,19,142,161,"web"
2018-07-30 16:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",36.4,1.1,40,0,37,107,144,"youtube"
2018-07-30 17:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",35.4,0.8,44,0,43,104,147,"youtube"
2018-07-30 18:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","Èå¸²",36.5,0.9,38,0,31,87,118,"youtube"
2018-07-30 19:00:00,"¿©¸§","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",35.2,0.9,43,0,21,129,150,"direct"
