날짜,계절,휴일여부,근무여부,날씨상황,기온(°C),풍속(m/s),습도(%),적설(cm),일일회원,정기회원,총 사용자 수,경로
2018-06-25 23:00,2,0,1,1,27.2,0.7,55,,50,221,271,Youtube
2018-06-26 0:00,2,0,1,1,26.9,1.5,61,,41,175,216,Youtube
2018-06-26 1:00,2,0,1,1,26.7,1.8,50,,29,138,167,direct
2018-06-26 2:00,2,0,1,1,26.1,1.7,51,,19,84,103,facebook page
2018-06-26 3:00,2,0,1,1,25.4,1.1,50,,10,33,43,Youtube
2018-06-26 4:00,2,0,1,1,24.7,1,49,,5,15,20,Youtube
2018-06-26 5:00,2,0,1,1,23.7,0.9,64,,2,6,8,facebook page
2018-06-26 6:00,2,0,1,1,22.5,0.8,83,,1,6,7,www.bing.com
2018-06-26 7:00,2,0,1,1,21.2,0.8,87,,1,5,6,www.instagram.com
2018-06-26 8:00,2,0,1,1,20.8,1,94,,2,24,26,Twitter    
2018-06-26 9:00,2,0,1,1,20.3,1.1,96,,7,96,103,facebook page
2018-06-26 10:00,2,0,1,1,20.3,1,97,,18,271,289,www.instagram.com
2018-06-26 11:00,2,0,1,1,20.4,1.4,97,,32,400,432,Youtube
2018-06-26 12:00,2,0,1,1,20.5,1.8,97,,30,175,205,Twitter
2018-06-26 13:00,2,0,1,1,20.5,1.2,97,,34,99,133,NAVER Blog
2018-06-26 14:00,2,0,1,1,21,0.7,97,,43,111,154,www.google.com
2018-06-26 15:00,2,0,1,1,21.5,0.6,97,,46,151,197,direct
2018-06-26 16:00,2,0,1,1,23.3,3.4,96,,45,149,194,Youtube
2018-06-26 17:00,2,0,1,1,24,5,95,,46,117,163,facebook page
2018-06-26 18:00,2,0,1,1,24.1,4.4,95,,47,141,188,www.instagram.com
2018-06-26 19:00,2,0,1,1,24.2,4.7,94,,53,223,276,Twitter    
2018-06-26 20:00,2,0,1,1,24.1,4.5,94,,78,470,548,www.bing.com
2018-06-26 21:00,2,0,1,1,23.5,4.6,94,,76,457,533,facebook page
2018-06-26 22:00,2,0,1,1,22.4,4.1,95,,57,316,373,www.google.com
2018-06-26 23:00,2,0,1,1,21.6,4.3,89,,53,235,288,Youtube
2018-06-27 0:00,2,0,1,1,20.5,3.7,94,,38,172,210,Youtube
2018-06-27 1:00,2,0,1,1,20,3,96,,32,138,170,direct
2018-06-27 2:00,2,0,1,1,19.6,2.6,97,,25,101,126,direct
2018-06-27 3:00,2,0,1,1,19.4,2.9,97,,20,48,68,direct
2018-06-27 4:00,2,0,1,1,19.2,1,97,,15,16,31,Youtube
2018-06-27 5:00,2,0,1,1,19.1,1.2,97,,6,7,13,direct
2018-06-27 6:00,2,0,1,1,19.2,1.5,97,,5,6,11,www.instagram.com
2018-06-27 7:00,2,0,1,1,19.3,1,98,,1,5,6,Twitter    
2018-06-27 8:00,2,0,1,1,19.7,1.5,97,,3,27,30,NA
2018-06-27 9:00,2,0,1,1,20,1.6,96,,11,97,108,Youtube
2018-06-27 10:00,2,0,1,1,21.4,1.1,85,,25,218,243,www.bing.com
2018-06-27 11:00,2,0,1,1,23.4,1.3,73,,39,453,492,www.instagram.com
2018-06-27 12:00,2,0,1,1,24.1,2.2,73,,58,202,260,www.bing.com
2018-06-27 13:00,2,0,1,1,24.9,2.2,69,,61,109,170,www.daum.com
2018-06-27 14:00,2,0,1,1,24.7,2.9,72,,68,146,214,Youtube
2018-06-27 15:00,2,0,1,1,25.5,2.4,68,,83,180,263,Twitter    
2018-06-27 16:00,2,0,1,1,25,2.2,74,,83,209,292,Twitter
2018-06-27 17:00,2,0,1,1,25.1,2.2,70,,78,225,303,www.google.com
2018-06-27 18:00,2,0,1,1,25,1.5,69,,82,299,381,Youtube
2018-06-27 19:00,2,0,1,1,24.9,1.8,70,,85,342,427,www.bing.com
2018-06-27 20:00,2,0,1,1,24.2,1.4,72,,99,362,461,www.daum.com
2018-06-27 21:00,2,0,1,1,23.3,1.3,71,,98,324,422,www.daum.com
2018-06-27 22:00,2,0,1,1,22.7,2,77,,80,238,318,Youtube
2018-06-27 23:00,2,0,1,1,22.3,2.6,83,,84,185,269,www.google.com
2018-06-28 0:00,2,0,1,1,22.2,1.1,84,,69,149,218,www.instagram.com
2018-06-28 1:00,2,0,1,1,22.2,0.3,84,,49,173,222,direct
2018-06-28 2:00,2,0,1,1,22.4,0.6,84,,44,96,140,Youtube
2018-06-28 3:00,2,0,0,1,22.4,0.6,86,,31,84,115,direct
2018-06-28 4:00,2,0,0,1,22.3,0.9,88,,20,58,78,Youtube
2018-06-28 5:00,2,0,0,1,22.1,0.4,93,,9,43,52,www.instagram.com
2018-06-28 6:00,2,0,0,1,22,0.4,90,,5,21,26,www.instagram.com
2018-06-28 7:00,2,0,0,1,22.7,0.4,81,,3,8,11,www.google.com
2018-06-28 8:00,2,0,0,1,24.2,1,73,,1,13,14,NAVER Blog
2018-06-28 9:00,2,0,0,1,24.8,1.1,75,,11,21,32,NA
2018-06-28 10:00,2,0,0,1,25.3,0.6,70,,10,35,45,NA
2018-06-28 11:00,2,0,0,1,26.5,1.8,64,,38,94,132,Youtube
2018-06-28 12:00,2,0,0,1,27,2,68,,55,124,179,Youtube
2018-06-28 13:00,2,0,0,1,27.2,1.8,68,,103,168,271,Twitter
2018-06-28 14:00,2,0,0,1,27.1,3,72,,144,213,357,Youtube
2018-06-28 15:00,2,0,0,1,26.4,3.7,76,,142,232,374,facebook page
2018-06-28 16:00,2,0,0,1,25.2,3.6,81,,178,226,404,www.daum.com
2018-06-28 17:00,2,0,0,1,22.2,1.2,92,,177,215,392,Youtube
2018-06-28 18:00,2,0,0,1,20.6,0.7,97,,168,163,331,Youtube
2018-06-28 19:00,2,0,0,1,20.9,1,97,,206,192,398,direct
2018-06-28 20:00,2,0,0,1,21,0.1,96,,179,170,349,Twitter
2018-06-28 21:00,2,0,0,1,21.3,0.3,94,,193,190,383,Youtube
2018-06-28 22:00,2,0,0,1,21.6,1.1,94,,156,149,305,direct
2018-06-28 23:00,2,0,0,1,21.7,0.3,96,,136,148,284,Youtube
2018-06-29 0:00,2,0,0,1,21.9,1.9,95,,95,137,232,Youtube
2018-06-29 1:00,2,0,0,1,22,0.1,96,,78,123,201,Youtube
2018-06-29 2:00,2,0,0,1,22.2,0.8,96,,66,88,154,Youtube
2018-06-29 3:00,2,0,0,1,22.3,1.2,96,,47,97,144,www.google.com
2018-06-29 4:00,2,0,0,2,22.3,0,96,,23,55,78,NA
2018-06-29 5:00,2,0,0,1,22.1,0.5,97,,19,50,69,Youtube
2018-06-29 6:00,2,0,0,3,21.9,0.2,97,,8,25,33,www.google.com
2018-06-29 7:00,2,0,0,3,22,0.9,97,,3,2,5,Twitter
2018-06-29 8:00,2,0,0,3,22.2,1.6,95,,0,1,1,www.bing.com
2018-06-29 9:00,2,0,0,2,22.9,1.7,86,,0,3,3,www.bing.com
2018-06-29 10:00,2,0,0,2,24.4,2.1,76,,3,22,25,Youtube
2018-06-29 11:00,2,0,0,1,24.8,1.8,74,,39,53,92,Twitter
2018-06-29 12:00,2,0,0,1,26.1,2.2,67,,82,99,181,facebook page
2018-06-29 13:00,2,0,0,1,26.8,2,65,,131,133,264,Youtube
2018-06-29 14:00,2,0,0,1,27.8,2.1,57,,215,175,390,Twitter
2018-06-29 15:00,2,0,0,1,28.4,2.8,63,,198,206,404,Youtube
2018-06-29 16:00,2,0,0,1,29,2.3,57,,248,173,421,www.bing.com
2018-06-29 17:00,2,0,0,1,28.5,2.6,60,,225,150,375,www.instagram.com
2018-06-29 18:00,2,0,0,1,28.1,1.9,60,,194,182,376,Youtube
2018-06-29 19:00,2,0,0,1,27.1,1.1,64,,195,219,414,Youtube
2018-06-29 20:00,2,0,0,3,26.2,1.5,70,,181,177,358,Youtube
2018-06-29 21:00,2,0,0,3,25.2,1.4,75,,74,107,181,Youtube
2018-06-29 22:00,2,0,0,2,24.2,1.3,80,,100,83,183,Youtube
2018-06-29 23:00,2,0,0,3,23.5,1.4,83,,83,93,176,Youtube
2018-06-30 0:00,2,0,0,2,23,1.9,84,,75,92,167,www.instagram.com
2018-06-30 1:00,2,0,0,2,22.6,0.3,85,,69,93,162,Twitter
2018-06-30 2:00,2,0,0,1,22.2,1,88,,70,77,147,www.bing.com
2018-06-30 3:00,2,1,0,1,21.9,0.9,88,,63,77,140,www.google.com
2018-06-30 4:00,2,1,0,1,21.7,0.1,93,,43,76,119,www.bing.com
2018-06-30 5:00,2,1,0,1,21.7,0.6,88,,33,30,63,direct
2018-06-30 6:00,2,1,0,1,22.1,0.5,85,,13,13,26,facebook page
2018-06-30 7:00,2,1,0,2,22.5,0.6,86,,8,4,12,Youtube
2018-06-30 8:00,2,1,0,2,23.4,0.5,81,,1,3,4,NAVER Blog
2018-06-30 9:00,2,1,0,1,24.2,0.9,81,,5,11,16,facebook page
2018-06-30 10:00,2,1,0,1,25.1,0.9,73,,17,19,36,www.instagram.com
2018-06-30 11:00,2,1,0,1,26.4,1,71,,42,44,86,www.instagram.com
2018-06-30 12:00,2,1,0,2,25.2,2.8,94,,142,96,238,facebook page
2018-06-30 13:00,2,1,0,2,25.6,1.7,87,,166,114,280,Youtube
2018-06-30 14:00,2,1,0,2,27.5,0.5,69,,177,172,349,www.instagram.com
2018-06-30 15:00,2,1,0,2,27.8,0.9,71,,237,210,447,direct
2018-06-30 16:00,2,1,0,2,27.9,0.5,69,,242,181,423,www.google.com
2018-06-30 17:00,2,1,0,1,27.4,2.3,75,,235,173,408,Youtube
2018-06-30 18:00,2,1,0,1,27.5,0.5,79,,224,184,408,Youtube
2018-06-30 19:00,2,1,0,1,24.3,0.5,95,,236,216,452,www.bing.com
2018-06-30 20:00,2,1,0,1,24.2,0.8,88,,240,196,436,Youtube
2018-06-30 21:00,2,1,0,1,23.9,0.7,84,,222,196,418,direct
2018-06-30 22:00,2,1,0,2,23.4,0.9,88,,170,205,375,Youtube
2018-06-30 23:00,2,1,0,2,22.9,0.6,92,,195,191,386,Youtube
2018-07-01 0:00,2,1,0,2,22.6,0.2,88,,195,262,457,Twitter    
2018-07-01 1:00,2,1,0,2,22.7,0.5,87,,115,211,326,www.bing.com
2018-07-01 2:00,2,1,0,2,22.7,0.5,87,,44,94,138,www.daum.com
2018-07-01 3:00,2,0,1,2,22.7,0.7,86,,19,36,55,www.google.com
2018-07-01 4:00,2,0,1,1,22.7,0.7,85,,15,24,39,NAVER Blog
2018-07-01 5:00,2,0,1,1,22.6,0.5,86,,8,5,13,www.bing.com
2018-07-01 6:00,2,0,1,1,22.3,0.6,93,,1,7,8,www.google.com
2018-07-01 7:00,2,0,1,1,22.1,0.5,89,,1,4,5,direct
2018-07-01 8:00,2,0,1,1,22.1,0.5,93,,1,19,20,www.google.com
2018-07-01 9:00,2,0,1,1,22.1,0.9,94,,3,91,94,facebook page
2018-07-01 10:00,2,0,1,1,21.6,0.5,97,,22,248,270,direct
2018-07-01 11:00,2,0,1,1,21.2,1.2,97,,41,391,432,Youtube
2018-07-01 12:00,2,0,1,1,21.1,1.2,97,,50,177,227,Youtube
2018-07-01 13:00,2,0,1,1,21.2,1.1,97,,55,84,139,Youtube
2018-07-01 14:00,2,0,1,1,21.5,0.7,97,,75,97,172,Youtube
2018-07-01 15:00,2,0,1,1,21.8,0.7,97,,71,130,201,Youtube
2018-07-01 16:00,2,0,1,1,22.2,1.1,97,,67,136,203,www.instagram.com
2018-07-01 17:00,2,0,1,1,22.4,0.4,96,,66,112,178,www.instagram.com
2018-07-01 18:00,2,0,1,1,22.2,1.2,96,,51,111,162,www.daum.com
2018-07-01 19:00,2,0,1,1,21.9,1.2,96,,79,202,281,facebook page
2018-07-01 20:00,2,0,1,1,21.9,1.1,97,,79,466,545,direct
2018-07-01 21:00,2,0,1,1,21.8,0.6,97,,70,426,496,www.google.com
2018-07-01 22:00,2,0,1,1,21.7,0.7,97,,71,297,368,facebook page
2018-07-01 23:00,2,0,1,1,21.5,1.5,97,,59,225,284,www.daum.com
2018-07-02 0:00,2,0,1,1,21.4,0.6,97,,77,168,245,www.bing.com
2018-07-02 1:00,2,0,1,1,21.3,1,97,,31,124,155,NA
2018-07-02 2:00,2,0,1,1,21.2,0.8,97,,19,54,73,NA
2018-07-02 3:00,2,0,1,1,21.1,2.4,96,,11,26,37,www.daum.com
2018-07-02 4:00,2,0,1,1,20.8,1,97,,4,11,15,www.instagram.com
2018-07-02 5:00,2,0,1,1,20.7,0.3,97,,1,4,5,facebook page
2018-07-02 6:00,2,0,1,1,20.7,0.3,97,,0,6,6,Youtube
2018-07-02 7:00,2,0,1,2,20.7,0.4,97,,0,6,6,Youtube
2018-07-02 8:00,2,0,1,1,20.8,0.4,96,,5,30,35,Twitter
2018-07-02 9:00,2,0,1,1,21,1.3,97,,9,112,121,www.daum.com
2018-07-02 10:00,2,0,1,2,21.4,0.6,97,,24,288,312,direct
2018-07-02 11:00,2,0,1,2,21.7,0.5,97,,31,397,428,facebook page
2018-07-02 12:00,2,0,1,3,22.4,1,97,,31,158,189,Twitter
2018-07-02 13:00,2,0,1,3,22.6,0.6,97,,13,30,43,www.google.com
2018-07-02 14:00,2,0,1,2,23.3,0.3,96,,24,103,127,facebook page
2018-07-02 15:00,2,0,1,2,24.2,1,93,,38,114,152,Youtube
2018-07-02 16:00,2,0,1,2,25.2,0.9,87,,33,107,140,www.bing.com
2018-07-02 17:00,2,0,1,1,25.3,0.6,87,,50,113,163,Youtube
2018-07-02 18:00,2,0,1,1,24.9,1.9,87,,55,130,185,Youtube
2018-07-02 19:00,2,0,1,1,24.1,2.1,93,,57,218,275,www.bing.com
2018-07-02 20:00,2,0,1,1,23.5,0.1,97,,79,517,596,www.google.com
2018-07-02 21:00,2,0,1,1,23.4,0.4,98,,77,486,563,Twitter    
2018-07-02 22:00,2,0,1,1,23.4,0.3,98,,71,323,394,www.instagram.com
2018-07-02 23:00,2,0,1,1,23.4,0.3,98,,55,257,312,Youtube
2018-07-03 0:00,2,0,1,1,23.2,0.2,98,,66,175,241,www.bing.com
2018-07-03 1:00,2,0,1,1,23.1,0,98,,30,156,186,Youtube
2018-07-03 2:00,2,0,1,1,23,0.1,98,,20,78,98,Youtube
2018-07-03 3:00,2,0,1,1,22.8,0,98,,6,29,35,Youtube
2018-07-03 4:00,2,0,1,1,22.7,0.2,97,,2,14,16,Youtube
2018-07-03 5:00,2,0,1,1,22.6,0,97,,1,7,8,www.instagram.com
2018-07-03 6:00,2,0,1,1,22.6,0.1,95,,2,2,4,www.instagram.com
2018-07-03 7:00,2,0,1,1,23.5,0.2,86,,0,4,4,Youtube
2018-07-03 8:00,2,0,1,1,24.3,0.5,83,,2,30,32,Twitter    
2018-07-03 9:00,2,0,1,2,25.7,0.8,76,,11,107,118,direct
2018-07-03 10:00,2,0,1,2,27.6,1.6,71,,13,279,292,NAVER Blog
2018-07-03 11:00,2,0,1,2,29.2,1.4,66,,28,415,443,www.bing.com
2018-07-03 12:00,2,0,1,1,30.1,1.2,64,,25,154,179,www.bing.com
2018-07-03 13:00,2,0,1,1,31.2,1.3,54,,29,72,101,www.instagram.com
2018-07-03 14:00,2,0,1,1,31,1.5,56,,30,112,142,Youtube
2018-07-03 15:00,2,0,1,1,32,1.2,54,,32,139,171,NA
2018-07-03 16:00,2,0,1,1,31.3,1.2,52,,48,107,155,Youtube
2018-07-03 17:00,2,0,1,1,32.4,2.2,50,,39,121,160,Youtube
2018-07-03 18:00,2,0,1,1,32.2,1.8,57,,47,119,166,Youtube
2018-07-03 19:00,2,0,1,1,30.4,0.9,62,,47,218,265,direct
2018-07-03 20:00,2,0,1,1,28.8,0.9,72,,80,489,569,Twitter    
2018-07-03 21:00,2,0,1,1,27.8,0.6,72,,70,492,562,www.instagram.com
2018-07-03 22:00,2,0,1,1,26.9,0.6,78,,79,286,365,www.instagram.com
2018-07-03 23:00,2,0,1,1,26.4,0.3,78,,61,224,285,direct
2018-07-04 0:00,2,0,1,1,25.9,0.3,79,,39,170,209,www.instagram.com
2018-07-04 1:00,2,0,1,1,25.4,1,79,,32,150,182,NAVER Blog
2018-07-04 2:00,2,0,1,1,25.1,0.2,82,,31,98,129,www.instagram.com
2018-07-04 3:00,2,0,1,1,24.9,0.2,83,,6,41,47,direct
2018-07-04 4:00,2,0,1,1,24.7,0.3,82,,9,25,34,direct
2018-07-04 5:00,2,0,1,2,24.2,0.2,86,,10,12,22,www.daum.com
2018-07-04 6:00,2,0,1,1,24,0.1,84,,2,4,6,direct
2018-07-04 7:00,2,0,1,1,24.6,0.5,78,,7,4,11,Youtube
2018-07-04 8:00,2,0,1,1,26.4,0.5,64,,3,24,27,facebook page
2018-07-04 9:00,2,0,1,1,27.4,0.5,68,,11,91,102,www.instagram.com
2018-07-04 10:00,2,0,1,2,28.5,1.5,65,,30,302,332,www.instagram.com
2018-07-04 11:00,2,0,1,2,30,2.3,60,,36,421,457,www.bing.com
2018-07-04 12:00,2,0,1,2,30.5,2.5,58,,30,211,241,Twitter    
2018-07-04 13:00,2,0,1,2,31,2.6,60,,30,108,138,Youtube
2018-07-04 14:00,2,0,1,2,31.3,3,58,,61,104,165,Youtube
2018-07-04 15:00,2,0,1,2,31.1,3.7,57,,49,164,213,NA
2018-07-04 16:00,2,0,1,2,31.6,2.7,57,,54,175,229,Twitter
2018-07-04 17:00,2,0,1,2,31.2,3.4,56,,53,163,216,www.bing.com
2018-07-04 18:00,2,0,1,2,30,2.5,60,,39,102,141,www.google.com
2018-07-04 19:00,2,0,1,3,28.2,2.8,64,,27,105,132,Youtube
2018-07-04 20:00,2,0,1,3,27.1,2.9,67,,6,161,167,direct
2018-07-04 21:00,2,0,1,1,26.2,2.2,70,,35,281,316,Twitter    
2018-07-04 22:00,2,0,1,1,25.1,2.5,73,,45,225,270,www.google.com
2018-07-04 23:00,2,0,1,1,24.7,1.4,74,,30,220,250,www.google.com
2018-07-05 0:00,2,0,1,2,24.2,1.8,77,,46,158,204,facebook page
2018-07-05 1:00,2,0,1,2,23.9,1.7,79,,33,136,169,Youtube
2018-07-05 2:00,2,0,1,2,23.6,1.5,80,,40,111,151,Youtube
2018-07-05 3:00,2,0,0,2,23.5,0.9,81,,31,90,121,Youtube
2018-07-05 4:00,2,0,0,2,23.5,0.4,80,,5,48,53,Youtube
2018-07-05 5:00,2,0,0,1,23.5,0.3,80,,12,43,55,Youtube
2018-07-05 6:00,2,0,0,1,23.5,0.3,80,,7,23,30,www.google.com
2018-07-05 7:00,2,0,0,1,23.5,0.5,90,,2,4,6,Youtube
2018-07-05 8:00,2,0,0,2,23.6,0.9,93,,4,11,15,facebook page
2018-07-05 9:00,2,0,0,2,24.2,0.9,84,,11,27,38,Youtube
2018-07-05 10:00,2,0,0,1,25.6,1.1,75,,21,50,71,Youtube
2018-07-05 11:00,2,0,0,1,26.3,1.1,71,,68,114,182,Youtube
2018-07-05 12:00,2,0,0,1,27,1.1,68,,77,170,247,www.google.com
2018-07-05 13:00,2,0,0,1,28.1,1.1,67,,87,177,264,Twitter    
2018-07-05 14:00,2,0,0,1,28.3,3,67,,101,189,290,Youtube
2018-07-05 15:00,2,0,0,1,28.8,0.9,66,,145,221,366,Youtube
2018-07-05 16:00,2,0,0,1,28.2,1.7,71,,167,249,416,www.daum.com
2018-07-05 17:00,2,0,0,1,27.3,0.9,76,,158,215,373,Youtube
2018-07-05 18:00,2,0,0,1,26.8,1.2,71,,182,220,402,Youtube
2018-07-05 19:00,2,0,0,1,26.7,1.4,69,,171,245,416,NAVER Blog
2018-07-05 20:00,2,0,0,1,25.8,1.4,68,,160,241,401,www.bing.com
2018-07-05 21:00,2,0,0,1,25.2,1.5,67,,132,246,378,Twitter    
2018-07-05 22:00,2,0,0,1,24.4,1.6,67,,128,178,306,direct
2018-07-05 23:00,2,0,0,1,23.9,1.5,66,,129,185,314,www.google.com
2018-07-06 0:00,2,0,0,1,23.5,1.9,65,,83,155,238,www.instagram.com
2018-07-06 1:00,2,0,0,1,23.1,1.6,66,,60,154,214,www.google.com
2018-07-06 2:00,2,0,0,1,22.8,1.8,65,,47,93,140,www.naver.com
2018-07-06 3:00,2,0,0,1,22.6,1.5,66,,42,112,154,Youtube
2018-07-06 4:00,2,0,0,1,22.6,0.9,66,,19,94,113,www.google.com
2018-07-06 5:00,2,0,0,1,22.5,1.5,66,,28,68,96,Youtube
2018-07-06 6:00,2,0,0,1,22.4,1.6,65,,6,19,25,Youtube
2018-07-06 7:00,2,0,0,1,22.6,1.3,63,,0,5,5,www.google.com
2018-07-06 8:00,2,0,0,1,23.2,1.7,60,,7,10,17,www.bing.com
2018-07-06 9:00,2,0,0,1,23.3,1.7,61,,8,17,25,Youtube
2018-07-06 10:00,2,0,0,1,23.7,1.7,59,,27,38,65,facebook page
2018-07-06 11:00,2,0,0,1,23.9,2.1,59,,27,65,92,Youtube
2018-07-06 12:00,2,0,0,1,25.7,1.9,57,,62,107,169,Youtube
2018-07-06 13:00,2,0,0,1,26.2,2.1,53,,95,173,268,facebook page
2018-07-06 14:00,2,0,0,1,27,2.1,52,,110,177,287,Youtube
2018-07-06 15:00,2,0,0,1,26.9,2,51,,133,244,377,Twitter    
2018-07-06 16:00,2,0,0,1,26.6,2.3,54,,139,228,367,Youtube
2018-07-06 17:00,2,0,0,1,26.6,2.2,52,,122,227,349,Youtube
2018-07-06 18:00,2,0,0,1,25.9,2.1,52,,142,219,361,www.daum.com
2018-07-06 19:00,2,0,0,1,25,2.2,52,,128,244,372,Youtube
2018-07-06 20:00,2,0,0,1,23.8,2.3,55,,146,217,363,Youtube
2018-07-06 21:00,2,0,0,1,23.1,2.1,54,,141,222,363,www.instagram.com
2018-07-06 22:00,2,0,0,1,22.5,2.1,54,,120,183,303,NA
2018-07-06 23:00,2,0,0,1,22,1.7,55,,101,167,268,facebook page
2018-07-07 0:00,2,0,0,1,21.5,1.8,56,,65,162,227,Youtube
2018-07-07 1:00,2,0,0,1,21.1,2,57,,56,87,143,NA
2018-07-07 2:00,2,0,0,1,20.7,1.5,58,,19,53,72,www.google.com
2018-07-07 3:00,2,0,1,1,20.4,1,59,,10,25,35,www.bing.com
2018-07-07 4:00,2,0,1,1,20,1.8,63,,5,5,10,www.bing.com
2018-07-07 5:00,2,0,1,1,19.8,1.4,63,,8,4,12,Youtube
2018-07-07 6:00,2,0,1,1,19.5,1.5,61,,2,8,10,www.daum.com
2018-07-07 7:00,2,0,1,1,19.6,1.6,57,,0,4,4,www.google.com
2018-07-07 8:00,2,0,1,1,21.2,1.6,52,,5,21,26,www.naver.com
2018-07-07 9:00,2,0,1,1,22.6,1.7,51,,19,102,121,www.bing.com
2018-07-07 10:00,2,0,1,1,24,1.7,49,,28,289,317,www.bing.com
2018-07-07 11:00,2,0,1,1,25,1.5,48,,35,385,420,Youtube
2018-07-07 12:00,2,0,1,1,26.4,1.7,47,,41,167,208,Youtube
2018-07-07 13:00,2,0,1,1,27.5,2,43,,44,73,117,Youtube
2018-07-07 14:00,2,0,1,1,28.3,1.6,43,,39,89,128,direct
2018-07-07 15:00,2,0,1,1,28.7,1.3,42,,40,108,148,www.instagram.com
2018-07-07 16:00,2,0,1,1,28.9,1.6,44,,22,119,141,Youtube
2018-07-07 17:00,2,0,1,1,28.9,1.4,45,,40,94,134,direct
2018-07-07 18:00,2,0,1,1,27.8,1.2,48,,38,108,146,Youtube
2018-07-07 19:00,2,0,1,1,26.1,1.4,51,,57,182,239,Twitter    
2018-07-07 20:00,2,0,1,1,24.6,1.7,51,,59,455,514,Youtube
2018-07-07 21:00,2,0,1,1,23.4,1.4,52,,57,415,472,www.instagram.com
2018-07-07 22:00,2,0,1,1,22.6,1.7,51,,80,293,373,facebook page
2018-07-07 23:00,2,0,1,1,21.7,1.7,51,,42,194,236,www.bing.com
2018-07-08 0:00,2,0,1,1,20.7,1.7,51,,21,109,130,NA
2018-07-08 1:00,2,0,1,1,19.9,1.6,52,,20,70,90,Youtube
2018-07-08 2:00,2,0,1,1,19.3,1.4,54,,11,44,55,Youtube
2018-07-08 3:00,2,0,1,1,18.8,1.2,56,,3,19,22,Youtube
2018-07-08 4:00,2,0,1,1,18.4,1.1,57,,6,8,14,Twitter
2018-07-08 5:00,2,0,1,1,18.1,1.4,57,,2,7,9,NAVER Blog
2018-07-08 6:00,2,0,1,2,17.8,1.1,58,,2,6,8,www.bing.com
2018-07-08 7:00,2,0,1,1,18.2,1.2,54,,0,6,6,www.google.com
2018-07-08 8:00,2,0,1,1,19.1,1.7,53,,4,21,25,direct
2018-07-08 9:00,2,0,1,1,20.8,1.5,51,,13,102,115,facebook page
2018-07-08 10:00,2,0,1,1,22.5,1.6,48,,29,301,330,Youtube
2018-07-08 11:00,2,0,1,1,23.8,2.1,47,,35,382,417,direct
2018-07-08 12:00,2,0,1,1,25,1.9,46,,27,149,176,Twitter
2018-07-08 13:00,2,0,1,1,26.1,1.8,45,,38,85,123,www.daum.com
2018-07-08 14:00,2,0,1,1,27.1,1.4,41,,39,86,125,www.google.com
2018-07-08 15:00,2,0,1,1,27.6,1.9,37,,38,125,163,www.bing.com
2018-07-08 16:00,2,0,1,1,27.9,1.2,39,,32,104,136,www.google.com
2018-07-08 17:00,2,0,1,1,27.4,1.7,44,,33,91,124,Twitter
2018-07-08 18:00,2,0,1,1,26.7,1,48,,37,111,148,Youtube
2018-07-08 19:00,2,0,1,1,26.3,1.7,51,,25,177,202,Youtube
2018-07-08 20:00,2,0,1,1,25.7,1.3,53,,48,380,428,Youtube
2018-07-08 21:00,2,0,1,1,25.3,1.4,55,,39,472,511,facebook page
2018-07-08 22:00,2,0,1,1,25,1,57,,42,295,337,Youtube
2018-07-08 23:00,2,0,1,1,24.6,2.6,60,,57,251,308,direct
2018-07-09 0:00,2,0,1,1,24.2,1.7,61,,49,209,258,Youtube
2018-07-09 1:00,2,0,1,1,23.7,0.8,64,,44,150,194,direct
2018-07-09 2:00,2,0,1,1,22.7,0.9,63,,20,59,79,Youtube
2018-07-09 3:00,2,0,1,1,21.9,1.3,63,,9,37,46,www.instagram.com
2018-07-09 4:00,2,0,1,1,21.4,1.5,63,,1,11,12,Youtube
2018-07-09 5:00,2,0,1,1,21.1,1.5,64,,2,3,5,Youtube
2018-07-09 6:00,2,0,1,1,21,1,64,,0,4,4,Twitter    
2018-07-09 7:00,2,0,1,1,20.9,1.4,66,,0,5,5,NAVER Blog
2018-07-09 8:00,2,0,1,1,20.7,0.8,73,,4,22,26,Youtube
2018-07-09 9:00,2,0,1,1,21.1,1,72,,18,103,121,NAVER Blog
2018-07-09 10:00,2,0,1,1,21.1,1.2,73,,32,281,313,www.bing.com
2018-07-09 11:00,2,0,1,1,20.6,1,82,,31,418,449,Twitter
2018-07-09 12:00,2,0,1,1,20.7,0.6,83,,23,163,186,www.instagram.com
2018-07-09 13:00,2,0,1,1,20.3,1,87,,33,80,113,www.bing.com
2018-07-09 14:00,2,0,1,1,20.2,1,89,,55,110,165,Youtube
2018-07-09 15:00,2,0,1,1,20.3,0.9,90,,40,134,174,NA
2018-07-09 16:00,2,0,1,3,20.2,1.2,91,,39,119,158,direct
2018-07-09 17:00,2,0,1,3,20.3,1.4,93,,27,89,116,direct
2018-07-09 18:00,2,0,1,3,20.3,1.3,93,,13,33,46,Youtube
2018-07-09 19:00,2,0,1,2,20.4,1.1,94,,23,118,141,Twitter    
2018-07-09 20:00,2,0,1,1,20.3,0.8,95,,70,418,488,www.google.com
2018-07-09 21:00,2,0,1,1,20.3,1,96,,51,412,463,Twitter    
2018-07-09 22:00,2,0,1,1,20.4,1.1,96,,79,340,419,Youtube
2018-07-09 23:00,2,0,1,1,20.4,0.6,96,,61,281,342,direct
2018-07-10 0:00,2,0,1,1,20.4,0.3,97,,56,194,250,www.bing.com
